245AB5	Samsung Electronics Co
245B83	Renesas Electronics Sdn. Bhd
245BA7	Apple
245BF0	Liteon
245CBF	NCSE
245CC5	Huawei Device Co
245CCB	AXIe Consortium
245D92	Juniper Networks
245DFC0	CompanyDeep
245DFC1	ARTICONA - Bechtle Logistik & Ser…
245DFC2	Blue Iris Labs
245DFC3	Shenzhen Hailuck Electronic Techn…
245DFC4	Suzhou Jiangzhi electronic techno…
245DFC5	ContactProximity
245DFC6	Guangzhou Lango Electronics Techn…
245DFC7	LTY
245DFC8	Cosmicnode
245DFC9	Torgovyy DOM Tehnologiy
245DFCA	Tata Sky
245DFCB	ONLY
245DFCC	Senix
245DFCD	Hunan Honestone lntelligence Tech…
245DFCE	Dodge
245E48	Apple
245EBE	QNAP Systems
245EE1	United Automotive Electronic Syst…
245F9F	Huawei Device Co
245FDF	Kyocera
246078	Huawei Technologies CO
246081	razberi technologies
2460B3	Samsung Electronics Co
24615A	China Mobile Group Device Co
246278	sysmocom - s.f.m.c
2462AB	Espressif (ESP32)
2462C6	Huawei Device Co
2462CE	Hewlett Packard Enterprise
246404	GSD Viet NAM Technology
246477	Beijing Xiaomi Mobile Software Co
24649F	Huawei Device Co
2464EF	CYG Sunri CO
246511	AVM
2465E1	Ciena
246800	Samsung Electronics Co
246830	Shenzhen Shokzhear Co
246880	Braveridge.co
2468B0	Samsung Electronics Co
24693E	innodisk
24694A	Jasmine Systems
246968	Tp-link Technologies CO
24698E	Shenzhen Mercury Communication Te…
2469A5	Huawei Technologies CO
246A0E	HP
246AAB	IT-IS
246C60	Huawei Device Co
246C84	Cisco Systems
246C8A	YUKAI Engineering
246D10	Apple
246E96	Dell
246F28	Espressif (ESP32)
246F8C	Huawei Device Co
247121	Cisco Systems
247152	Dell
247189	Texas Instruments
24724A	Nile Global
247260	Iottech
2474F7	GoPro
24753A	Guangdong Oppo Mobile Telecommuni…
2475B3	Guangdong Oppo Mobile Telecommuni…
2475FC	zte
247625	Texas Instruments
247645	Huawei Device Co
247656	Shanghai Net Miles Fiber Optics T…
24767D	Cisco SPVTG
247703	Intel
247755	Huawei Device Co
247823	Panasonic Entertainment & Communi…
2478EF	Nokia
24792A	Ruckus Wireless
2479EF	Greenpacket Berhad
2479F3	Guangdong Oppo Mobile Telecommuni…
2479F8	KUPSON spol. s r.o
247BA4	China Mobile Group Device Co
247C46	Flextronics Technologies Mexico S…
247C4C	Herman Miller
247D4D	Texas Instruments
247E12	Cisco Systems
247E51	zte
247E7F	D-Fend Solutions A.D
247F20	Sagemcom Broadband SAS
247F3C	Huawei Technologies CO
248000	Westcontrol AS
24813B	Cisco Systems
24814E	AMD
248185	Extreme Networks
2481AA	KSH International Co
2481C7	Huawei Device Co
24828A	Prowave Technologies
2482CA	vivo Mobile Communication Co
248498	Beijing Jiaoda Microunion Tech.Co
248602	Bouffalo Lab Co
2486250	Shanghai Xizhi Technology Co
2486251	Shenzhen LianwangRuijie Communica…
2486252	Emerson Automation FCP Kft
2486253	ViewSec Co
2486254	Codepoint Technologies
2486255	Metro Electronics
2486256	Adtek
2486257	Tianjin Optical Electrical Juneng…
2486258	Ningbo Sigmatek Automation Co
2486259	Vtron
248625A	TAS India PVT
248625B	Wynd Labs
248625C	L-LIGHT Co
248625D	Chengdu HOLDTECS Co
248625E	Hangzhou UPAI Technology Co
2486F4	Ctek
248707	SEnergy
248894	shenzhen lensun Communication Tec…
248A07	Mellanox Technologies
248AB3	ICTK Co
248BE0	Sichuan Tianyi Comheart Telecom Co
249038	Universal Biosensors
2491BB	Huawei Technologies CO
24920E	Samsung Electronics Co
2493CA	Voxtronic Austria
249442	Open Road Solutions
249493	FibRSol Global Network
249494	Hong Kong Bouffalo Lab
2494CB	Commscope
249504	SFR
24952F	Google
2496D5	NEXCON Technology Co
249745	Huawei Technologies CO
2497ED	Techvision Intelligent Technology
249900	FRITZ! Technology
249AC8	Shenzhen Skyworth Digital Technol…
249AD8	Yealink Network Technology CO
249D2A	LinkData Technology Co
249E7D	Beijing Roborock Technology Co
249EAB	Huawei Technologies CO
249F89	Texas Instruments
24A02D	shenzhen worldelite electronics co
24A074	Apple
24A10D0	Lobaro
24A10D1	Shenzhen Star Instrument Co
24A10D2	Sony Honda Mobility
24A10D3	Rhymebus
24A10D4	Dongguan Taijie Electronics Techn…
24A10D5	Avantel
24A10D6	Goertek
24A10D7	Cyon Drones
24A10D8	Luxvisions lnnovation TechnologyC…
24A10D9	Tecnojest SrL
24A10DA	Detroit Defense
24A10DB	Privat registriert
24A10DC	Revuptech Private
24A10DD	Amina Distribution AS
24A10DE	Gönnheimer Elektronic
24A160	Espressif (ESP32)
24A186	Commscope
24A2E1	Apple
24A3F00	Shanghai AYAN Industry System Co.L
24A3F01	Hunan Newman Internet of vehicles…
24A3F02	Magna Hong Co
24A3F03	Shanghai Weirui Electronic Techno…
24A3F04	Misaka Network
24A3F05	Phoenix Season
24A3F06	dissecto
24A3F07	Coban SRL
24A3F08	Weihai Hualing Opto-electronics Co
24A3F09	Eonca
24A3F0A	TeraNXT Global India Pvt
24A3F0B	Shenzhen Woody International Trad…
24A3F0C	Beijing Cunyin Chengqi Technology…
24A3F0D	Micro Electroninc Products
24A3F0E	P4S
24A42C	NETIO products a.s
24A43C	Ubiquiti
24A452	Samsung Electronics Co
24A487	Huawei Device Co
24A495	Thales Canada
24A52C	Huawei Technologies CO
24A534	SynTrust Tech
24A5FF	Fairbanks Scales
24A65E	zte
24A6FA	Weifang Goertek Electronics CO
24A799	Huawei Device Co
24A7DC	SKY UK
24A87D	Panasonic Automotive Systems Asia…
24A937	Everpure
24AB81	Apple
24ACAC	Polar Electro
24AECC	Honor Device Co
24AF4A	Alcatel-Lucent IPD
24AF54	NEXGEN Mediatech
24AFCC	Chiun Mai Communication System
24B0A9	Shanghai Mobiletek Communication
24B105	Prama Hikvision India Private
24B209	Avaya
24B231	Dongguan Liesheng Electronic Co
24B2B9	Liteon Technology
24B2DE	Espressif (ESP32)
24B339	Apple
24B5B9	Motorola Mobility
24B5F2	Shanghai Ingeek Technology Co
24B657	Cisco Systems
24B6B8	Friem SPA
24B6FD	Dell
24B72A	China Dragon Technology
24B7DA	Fiberhome Telecommunication Techn…
24B88C	Crenus Co
24B8D2	Opzoon Technology Co
24BA13	Riso Kagaku
24BA23	Cisco Systems
24BA30	Technical Consumer Products
24BA79	New H3C Technologies Co
24BBC1	Absolute Analysis
24BBC9	Shenzhen SuperElectron Technology…
24BC82	Dali Wireless
24BCF8	Huawei Technologies CO
24BE05	HP
24BE18	Dadoutek
24BF74	Hamamatsu Photonics K.K
24C013	zte
24C0B3	RSF
24C17A	Beijing Iactive Network CO
24C1BD	Crrc Dalian R&d CO
24C35D	Duke University
24C3F9	Securitas Direct
24C406	Sunitec Technology CO
24C42F	Philips Lifeline
24C44A	zte
24C613	Samsung Electronics Co
24C696	Samsung Electronics Co
24C848	mywerk Portal
24C86E	Chaney Instrument Co
24C8D3	McWane India Pvt
24C9A1	Ruckus Wireless
24C9DE	Genoray
24CACB	Fiberhome Telecommunication Techn…
24CBE1	Ericsson
24CBE7	MYK
24CD8D	Murata Manufacturing Co
24CE33	Amazon
24CF21	Shenzhen State Micro Technology Co
24CF24	Beijing Xiaomi Mobile Software Co
24D0DF	Apple
24D13F	Mexus CO
24D1A1	Shenzhen Cultraview Digital Techn…
24D208	Sensata Technologies
24D2CC	SmartDrive Systems
24D337	Xiaomi
24D3F2	zte
24D51C	Zhongtian broadband technology co
24D53B	Motorola Mobility
24D5E4	Cisco Systems
24D660	Silicon Laboratories
24D76B	Syntronic
24D79C	Cisco Systems
24D7EB	Espressif (ESP32)
24D81E	MirWifi
24D904	Sichuan Changhong Network Technol…
24D921	Avaya
24DA11	NO NDA
24DA33	Huawei Technologies CO
24DA9B	Motorola Mobility
24DAB6	Sistemas de Gestión Energética S.…
24DB94	Juniper Networks
24DBAC	Huawei Technologies CO
24DBAD	ShopperTrak RCT
24DBED	Samsung Electronics Co
24DC0F	Phytium Technology Co
24DCC3	Espressif (ESP32)
24DD1B	Qingdao Hi-image Technologies Co
24DE8A	Nokia Solutions and Networks GmbH…
24DEC6	Hewlett Packard Enterprise
24DEEB	Huawei Technologies CO
24DF17	Shenzhen Sande Dacom Electronics…
24DF6A	Huawei Technologies CO
24DFA7	Hangzhou BroadLink Technology Co
24E124	Xiamen Milesight IoT Co
24E271	Qingdao Hisense Communications Co
24E29D	Huawei Device Co
24E314	Apple
24E3A4	Fiberhome Telecommunication Techn…
24E3DE	China Telecom Fufu Information Te…
24E43F	Wenzhou Kunmei Communication Tech…
24E4C8	Fiberhome Telecommunication Techn…
24E4CE	Kaon Group Co
24E50F	Google
24E5AA	Philips Oral Healthcare
24E6BA	JSC Zavod im. Kozitsky
24E853	LG Innotek
24E8CE	Qingdao Haier Technology Co
24E8E5	Shenzhen Skyworth Digital Technol…
24E927	TomTom International BV
24E9B3	Cisco Systems
24E9CA	Huawei Device Co
24EA40	Helmholz GmbH & Co
24EA9B	Huawei Technologies CO
24EB16	Intel
24EB65	Saet I.s
24EBED	Huawei Technologies CO
24EC4A	Espressif (ESP32)
24EC51	ADF Technologies Sdn Bhd
24EC99	Askey Computer
24ECD6	CSG Science & Technology Co
24EDFD	Siemens Canada
24EE3A	Chengdu Yingji Electronic Hi-tech
24EE5D	Vizio
24EE9A	Intel
24EFB4	Shanghai Neardi Technologies
24F094	Apple
24F0D3	Samsung Electronics Co
24F0FF	GHT Co
24F128	Telstra
24F150	Guangzhou Qi'an Technology Co
24F27F	Hewlett Packard Enterprise
24F2DD	Radiant Vision Systems
24F306	Itel Mobile
24F3E3	eero
24F40A	Samsung Electronics Co
24F57E	HWH CO
24F5A2	Belkin
24F5AA	Samsung Electronics Co
24F603	Huawei Technologies CO
24F677	Apple
24F68D	Nokia
24FAD4	ShenZhen More Star Technology Co
24FAD6	Emstone
24FAF3	Shanghai Flexem Technology Co
24FB65	Huawei Technologies CO
24FBE3	HP
24FC4E	Juniper Networks
24FCE5	Samsung Electronics Co
24FD0D	Intelbras
24FD52	Liteon Technology
24FD5B	SmartThings
24FDFA	Privat registriert
24FE9A	CyberTAN Technology
2800AF	Dell
28011C	zte
2801CD	Mellanox Technologies
28022E	Apple
280244	Apple
280245	Konze System Technology Co
2802D8	Samsung Electronics Co
2803E6	Nokia
28047A	WNC
2804C6	Wanan Hongsheng Electronic
2804E0	Fermax Electronica S.a.u
28052E	Dematic
2805A5	Espressif (ESP32)
28061E	Ningbo Global Useful Electric CO
28068D	ITL
280708	Samsung Electronics Co
28070D	Guangzhou Winsound Information Te…
280AEE	Renesas Electronics Sdn. Bhd
280B5C	Apple
280C28	Unigen DataStorage
280C2D	Qualvision Technology CO
280C50	Intel
280CB8	Mikrosay Yazilim ve Elektronik A.S
280DFC	Sony PlayStation
280E8B	Beijing Spirit Technology Develop…
280FC5	Beijing Leadsec Technology Co
280FEB	LG Innotek
28101B	MagnaCom
28107B	D-Link
2811A5	Bose
2811A8	Intel
2811EC	Huawei Technologies CO
281293	Honor Device Co
2812D0	Motorola Mobility
281471	Lantis co
2815A4	Shenzhen Pinsu Zhilian Informatio…
28162E	2Wire
28167F	Xiaomi
2816A8	Microsoft
2816AD	Intel
281709	Huawei Technologies CO
28172E	Fiberhome Telecommunication Techn…
2817CB	Software Freedom Conservancy
2817CE	Omnisense
281878	Microsoft
2818FD	Aditya Infotech
281B04	Zalliant
281D21	IN ONE Smart Technology
281DAA	ASTI India Private
281DFB	Huawei Technologies CO
28221E	Huawei Technologies CO
282246	Beijing Sinoix Communication Co
282373	Digita
2823F5	China Mobile Information Technolo…
2824C9	Amazon
2824FF	WNC
282536	Shenzhen Holatek CO
28255F	Humax Networks
2826A6	PBR electronics
2827BF	Samsung Electronics Co
28285D	Zyxel Communications
282947	Chipsea Technologies
282986	APC by Schneider Electric
2829CC	Corsa Technology Incorporated
2829D9	GlobalBeiMing technology
282A87	Itel Mobile
282B96	Huawei Device Co
282BB9	Shenzhen Xiongxin Technology Co
282C020	SAKATA DENKI Co
282C021	Astronics AES
282C022	Shenzhen emb-star technology
282C023	Dexin Digital Technology
282C024	Efento T P Szydłowski K Zaręba Sp…
282C025	LLC "microteh"
282C026	Lookman Electroplast Industries
282C027	Telecom and Microelectonic Indust…
282C028	Shenzhen Neoway Technology Co
282C029	Systec Intelligent Building Techn…
282C02A	Tokin
282C02B	ThirdReality
282C02C	Epoch International Enterprises
282C02D	Shenzhen Domenor Technology
282C02E	Capintec
282CB2	Tp-link Technologies CO
282CC4	Huawei Technologies CO
282D06	AMPAK Technology
282D7F	Apple
282E30	Mechatronics Innovation Technolog…
282E89	WNC
282FC2	Automotive Data Solutions
2830AC	Frontiir
283152	Huawei Technologies CO
283166	vivo Mobile Communication Co
28317E	Hongkong Nano IC Technologies Co
2831F8	Huawei Technologies CO
2832C5	HUMAX Co
283334	Huawei Device Co
283410	Enigma Diagnostics
2834A2	Cisco Systems
2834FF	Apple
28353A	Huawei Technologies CO
283545	Shenzhen Chuangwei-rgb Electronic…
2836130	Shandong SIASUN Industrial Softwa…
2836131	Hi-p Electronics Co
2836132	Shenzhen HQVT TECHNOLOGY Co
2836133	Linear Computing
2836134	Elytone Electronic Co
2836135	Turing Video
2836136	ESI Ventures
2836137	Shenzhen Ofeixin Technology
2836138	Fuzhou Lesi Intelligent Technolog…
2836139	Qingdao Airpoint Electronics Co
283613A	MAKEEN Energy
283613B	Qorvo
283613C	midBit Technologies
283613D	Avycon
283613E	EGMedical
2836380	Knowles Electronics
2836381	Panasonic System Solutions Europe
2836382	Shenzhen Gospell Smarthome Electr…
2836383	Sabinetek
2836384	Dspread Technology
2836385	Chargelib
2836386	Georg Neumann
2836387	Innovative Technology
2836388	Havells
2836389	Shenzhen Zhi Hua Creative Technol…
283638A	Bluekey
283638B	ShangHai Canall Information Techn…
283638C	Swisson
283638D	APPEAK Technology System
283638E	SCA Hygiene Products
2836F0	Huawei Device Co
283713	Shenzhen 3Nod Digital Technology…
28372F	Espressif (ESP32)
283737	Apple
28385C	Flextronics
2838CF	Gen2wave
283926	CyberTAN Technology
28395E	Samsung Electronics Co
283984	Qidi Technology Co
2839E7	Preceno Technology
283A4D	Cloud Network Technology
283B82	D-Link
283B96	Cool Control
283C90	Texas Instruments
283CE4	Huawei Technologies CO
283DC2	Samsung Electronics Co
283DE8	Guangzhou Shiyuan Electronic Tech…
283E0C	Preferred Robotics
283E76	Common Networks
283F69	Sony
28401A	C8 MediSensors
2840DD	Sony PlayStation
284121	OptiSense Network
2841C6	Huawei Technologies CO
2841EC	Huawei Technologies CO
2843DC	United Memory Technology
284430	Arcade Communications
2844F4	Honor Device Co
2845AC	Huawei Device Co
2847AA	Nokia
284846	GridCentric
2848E7	Huawei Device Co
284992	Luminator Technology Group Global
2849E9	Apple
284B54	Apple
284C53	Intune Networks
284D7D	zte
284D92	Luminator Technology Group Global
284E44	Huawei Technologies CO
284ED7	OutSmart Power Systems
284EE9	mercury corperation
284FCE	Liaoning Wontel Science and Techn…
285132	Shenzhen Prayfly Technology Co
285261	Cisco Systems
2852E0	Layon international Electronic &…
2852F9	Zhongxin Intelligent Times Co
28534E	Huawei Technologies CO
2853E0	Sintela
285471	Huawei Device Co
28562F	Espressif (ESP32)
28563A	Fiberhome Telecommunication Techn…
28565A	Hon Hai Precision Ind. Co
2856C1	Harman/Becker Automotive Systems
28575D	Apple
285767	Dish Technologies
2857BE	Hangzhou Hikvision Digital Techno…
285923	Xiaomi
285AEB	Apple
285B0C	Sichuan Jiuzhou Electronic Techno…
285F2F	RNware Co
285FDB	Huawei Technologies CO
286046	Lantech Communications Global
286094	Capelec
286336	Siemens
2863BD	Aptiv Services US
2864B0	Huawei Device Co
2864EF	Shenzhen Fsan Intelligent Technol…
28656B	Keystone Microtech
2866E3	AzureWave Technology
286847	Silicon Laboratories
2868D2	Huawei Technologies CO
286926	Optokon
286AB8	Apple
286ABA	Apple
286B35	Intel
286B5C	Cisco Systems
286BB4	SJIT Co
286C07	XIAOMI Electronics
286D97	SAMJIN Co
286DCD	Beijing Winner Microelectronics Co
286DDA	Fiberhome Telecommunication Techn…
286ED4	Huawei Technologies CO
286F40	Tonly Technology
286F7F	Cisco Systems
286FB9	Nokia Shanghai Bell Co
28704E	Ubiquiti
287184	Spire Payments
2872C5	Smartmatic
2872C6	Samsung Electronics Co
2872F0	Athena
2873F6	Amazon
2874F5	Nokia Solutions and Networks GmbH…
2875D8	Fujian Star-net Communication CO
287610	IgniteNet
287681	Silicon Laboratories
2876CD	Funshion Online Technologies Co
287777	zte
2877B1	Tri plus grupa d.o.o
2877F1	Apple
287994	Realplay Digital Technology Co
287AB4	Huawei Technologies CO
287AEE	Commscope
287B09	zte
287B11	Hui Zhou Gaoshengda Technology Co
287CDB	Hefei Toycloud Technology Co
287E80	Hui Zhou Gaoshengda Technology Co
287FCF	Intel
288023	HP
28806E	Pirelli Tyre
288088	Netgear
28808A	Huawei Technologies CO
2880A2	Inseego Wireless
28827C	Bosch Automative products Co
288328	Emaldo Technology
288335	Samsung Electronics Co
2883C9	Apple
28840E	silicon valley immigration service
288485	Espressif (ESP32)
2884FA	Sharp
28852D	Touch Networks
2885BB	Zen Exim Pvt
28875F	Annapurna labs
288761	LG Innotek
2887AF	Advantech Technology Co
2887BA	TP-Link Systems
288915	CashGuard Sverige
288A1C	Juniper Networks
288CB8	zte
288EB9	Wacom Co
288EEC	Apple
288FF6	Apple
289104	TP-Link Systems
289176	Indyme Solutions
2891D0	Stage Tec Entwicklungsgesellschaf…
289200	Intel
28924A	HP
28937D	Sichuan Tianyi Comheart Telecom Co
2893FE	Cisco Systems
289401	Netgear
28940F	Cisco Systems
2894AF	Samhwa Telecom
289529	Intel
2896B0	Huawei Technologies CO
2897B8	myenergi
28987B	Samsung Electronics Co
28993A	Arista Networks
2899C7	Lindsay Broadband
289A4B	SteelSeries ApS
289AF7	ADVA Optical Networking
289AFA	TCT mobile
289C6E	Shanghai High-Flying Electronics…
289E1E	Texas Instruments
289E97	Huawei Technologies CO
289EDF	Danfoss Turbocor Compressors
289EFC	Sagemcom Broadband SAS
289F04	Samsung Electronics Co
28A02B	Apple
28A06B	Intel
28A183	Alpsalpine CO
28A186	enblink
28A192	GERP Solution
28A1EB	Etek Technology CO
28A241	exlar
28A24B	Juniper Networks
28A331	Sierra Wireless
28A44A	Intel
28A53F	vivo Mobile Communication Co
28A574	Miller Electric Mfg. Co
28A5EE	Shenzhen SDGI CATV Co
28A6AC	seca gmbh & co
28A6DB	Huawei Technologies CO
28A915	Servercom Private
28A9AE	Huawei Technologies CO
28AC67	Mach Power
28AC9E	Cisco Systems
28AD18	Hui Zhou Gaoshengda Technology Co
28AD3E	Shenzhen TONG BO WEI Technology CO
28ADEA	Mallow SAS
28AF0A	Sirius XM Radio
28AF21	zte
28AF42	Samsung Electronics Co
28AFE5	Shenzhen C-Data Technology Co
28AFFD	Cisco Systems
28B0CC	Xenya d.o.o
28B133	SHINEMAN Tech. Cor
28B20B	NXP
28B221	Sienda Multimedia
28B27C	Sailing Northern Technology
28B2BD	Intel
28B371	Ruckus Wireless
28B3AB	Genmark Automation
28B3AF	Qualynxus
28B446	Shenzhen Chuangwei-rgb Electronic…
28B448	Huawei Technologies CO
28B4FB	Sprocomm Technologies CO
28B591	Cisco Systems
28B5E8	Texas Instruments
28B67C	KEBODA Intelligent TECHNOLOGY CO
28B77C0	Shenzhen Eview GPS Technology
28B77C1	SolarEdge Technologies
28B77C2	Zhuhai RongBang Electronic Techno…
28B77C3	Beijing Kitten&Puppy Technology Co
28B77C4	Annapurna labs
28B77C5	Grothe
28B77C6	Shanghai Taiji Software Co
28B77C7	Convertertec
28B77C8	Shenzhen PUAS Industrial Co
28B77C9	Anser Coding
28B77CA	Simaudio
28B77CB	Vehant Technologies Pvt
28B77CC	AnyLink
28B77CD	Enedo Finland
28B77CE	Ray
28B829	Juniper Networks
28B9D9	Radisys
28BA18	NextNav
28BAB5	Samsung Electronics Co
28BAB9	Acme Lighting
28BB59	RNET Technologies
28BBB2	Infinix mobility
28BBED	Bouffalo Lab Co
28BC05	BLU Products
28BC18	SourcingOverseas
28BC56	EMAC
28BD89	Google
28BE03	TCT mobile
28BE43	vivo Mobile Communication Co
28BE9B	Vantiva
28BEF3	Fujian Star-net Communication CO
28BF89	Fiberhome Telecommunication Techn…
28C01B	Shenzhen Skyworth Digital Technol…
28C039	Huawei Technologies CO
28C0DA	Juniper Networks
28C13C	Hon Hai Precision Industry Co
28C1A0	Apple
28C21F	Samsung Electro-mechanics
28C2DD	AzureWave Technology
28C538	Apple
28C5C8	HP
28C5D2	Intel
28C63F	Intel
28C671	Yota Devices
28C68E	Netgear
28C709	Apple
28C718	Altierre
28C7CE	Cisco Systems
28C825	DellKing Industrial Co
28C87A	Commscope
28C87C	zte
28C914	Taimag
28C97A	New H3C Technologies Co
28CA09	ThyssenKrupp Elevators Co
28CB5C	Shenzhen CPETEK Technology Co
28CBEB	One
28CC01	Samsung Electronics Co
28CCFF	Corporacion Empresarial Altra SL
28CD1C	Espotel
28CD4C	Individual Computers
28CD9C	Shenzhen Dynamax Software Develop…
28CDC1	Raspberry Pi
28CDC4	Chongqing Fugui Electronics CO
28CE15	Shenzhen Xinwei Intelligent Co
28CF08	Essys
28CF51	Nintendo Co
28CFDA	Apple
28CFE9	Apple
28D043	AzureWave Technology
28D044	Shenzhen Xinyin technology
28D0CB	Adtran
28D0EA	Intel
28D0F5	Ruijie Networks Co
28D127	Beijing Xiaomi Mobile Software Co
28D1AF	Nokia
28D1B7	Shenzhen YOUHUA Technology Co
28D244	LCFC Electronics Technology co
28D25A	Infinix mobility
28D3EA	Huawei Device Co
28D41E	Barrot Technology Co
28D436	Jiangsu dewosi electric co
28D555	vivo Mobile Communication Co
28D576	Premier Wireless
28D5B1	Apple
28D6EC	Huawei Technologies CO
28D93E	Telecor
28D98A	Hangzhou Konke Technology Co
28D997	Yuduan Mobile Co
28DB02	zte
28DB81	Shanghai Guao Electronic Technolo…
28DBA7	Silicon Laboratories
28DCC3	Huawei Technologies CO
28DE1C	Samsung Electronics Co
28DE59	Domus NTW
28DE65	Hewlett Packard Enterprise
28DEA8	zte
28DEE5	Huawei Technologies CO
28DEF6	bioMerieux
28DFEB	Intel
28E02C	Apple
28E14C	Apple
28E297	Shanghai InfoTM Microelectronics…
28E31F	Xiaomi
28E347	Liteon Technology
28E34E	Huawei Technologies CO
28E424	New H3C Technologies Co
28E476	Pi-Coral
28E5B0	Huawei Technologies CO
28E608	Tokheim
28E6A9	Samsung Electronics Co
28E6E9	SIS Sat Internet Services
28E71D	Arista Networks
28E794	Microtime Computer
28E7CF	Apple
28E888	Lingban Technology Co
28E971	EM Microelectronic
28E98E	Mitsubishi Electric
28EA0B	Microsoft
28EA2D	Apple
28EA5B	Samsara Networks
28EB0A	Rolling Wireless S.a.r.l. Luxembo…
28EBA6	Nex-T
28EBB7	ambie
28EC22	eero
28EC95	Apple
28EC9A	Texas Instruments
28ED58	JAG Jakob
28ED6A	Apple
28EDE0	AMPAK Technology
28EE2C	Frontline Test Equipment
28EE52	Tp-link Technologies CO
28EED3	Shenzhen Super D Technology Co
28EF01	Amazon
28F033	Apple
28F076	Apple
28F10E	Dell
28F358	2C - Trifonov & Co
28F366	Shenzhen Bilian Electronic Co.，ltd
28F49B	Leetek
28F52B	Fn-link Technology
28F532	ADD-Engineering BV
28F5370	Valeo Siemens eAutomotive Norway
28F5371	Umojo
28F5372	Unicair Communication Tec Co
28F5373	Primetech Engineering
28F5374	Phyn
28F5375	Atomrock
28F5376	MyOmega Systems
28F5377	Shenzhen Modern Cowboy Technology…
28F5378	1more
28F5379	Herbert Waldmann GmbH & Co
28F537A	Honeywell Safety Products
28F537B	LogiM GmbH Software und Entwicklu…
28F537C	Matricx
28F537D	Skyrockettoys
28F537E	Performance Motion Devices
28F5D1	Commscope
28F606	Syes srl
28F79A	LX Semicon co
28F7D6	Fiberhome Telecommunication Techn…
28F8C60	2iC-Care
28F8C61	Annapurna labs
28F8C62	Intermatic
28F8C63	Panasonic Automotive System Malay…
28F8C64	Beijing HengzhengTC Sci-Tech Co
28F8C65	Sarco Equipments PVT
28F8C66	Shenzhen Hongdian technologies
28F8C67	ASES
28F8C68	Shenzhen Xifanlina Industrial Co
28F8C69	secuever
28F8C6A	Videndum Media Solutions Spa
28F8C6B	3PI Tech Solutions
28F8C6C	Annapurna labs
28F8C6D	ShenZhen Goodtimes Technoogy CO
28F8C6E	COMEM SpA
28FA19	Shenzhen Jingxun Software Telecom…
28FA7A	Zhejiang Tmall Technology Co
28FAA0	vivo Mobile Communication Co
28FBAE	Huawei Technologies CO
28FBD3	Ragentek Technology
28FC51	The Electric Controller and Manuf…
28FCF6	Shenzhen Xin KingBrand enterprise…
28FD800	Millcode
28FD801	Galileo
28FD802	Zhixiang Technology Co
28FD803	NUUO
28FD804	Digital Signal
28FD805	Xiaocong Network
28FD806	Vigil Monitoring
28FD807	University of York
28FD808	Jasco Products
28FD809	Jinlitong International CO
28FD80A	Apollo Digital
28FD80B	Poket Hardware
28FD80C	Airbus Defence and Space
28FD80D	Grandway Technology
28FD80E	T-Radio AS
28FD80F	Privat registriert
28FE65	DongGuan Siyoto Electronics Co
28FECD	Lemobile Information Technology Co
28FEDE	Comesta
28FF3C	Apple
28FF3E	zte
28FF5F	HG Genuine Intelligent Terminal Co
28FFB2	Toshiba
2C002A	Shenzhen TINNO Mobile Technology
2C002C	Unowhy
2C0033	EControls
2C00AB	Commscope
2C00F7	XOS
2C010B	NASCENT Technology
2C01B5	Cisco Systems
2C029F	3ALogics
2C0369	Accton Technology
2C0547	Shenzhen Phaten Tech
2C0613	China Mobile Group Device Co
2C0623	Win Leader
2C073C	Devline
2C0786	Huawei Device Co
2C07F6	SKG Health Technologies Co
2C081C	OVH
2C0823	Sercomm France Sarl
2C088C	HUMAX Co
2C08B4	Huawei Device Co
2C094D	Raptor Engineering
2C09CB	COBS
2C0B97	Xiaomi
2C0BAB	Huawei Technologies CO
2C0BE9	Cisco Systems
2C0D27	Huawei Device Co
2C0DA7	Intel
2C0DCF	Xiaomi
2C0E3D	Samsung Electro-mechanics
2C10C1	Nintendo Co
2C1165	Silicon Laboratories
2C157E	Radiodata
2C15BF	Samsung Electronics Co
2C15D9	Huawei Technologies CO
2C15E1	Phicomm Co
2C16BD0	Beijing Jishi Huitong Technology…
2C16BD1	Curtiss-Wright Drive Technology
2C16BD2	Aimco
2C16BD3	Saft
2C16BD4	Sunit
2C16BD5	Beijing Zhijian Link Technology Co
2C16BD6	Cloudwalk Technology CO
2C16BD7	SCT Optronics CO
2C16BD8	Shenzhen elink smart Co
2C16BD9	Shanghai Walktech Information Tec…
2C16BDA	Shenzhen Haiying Wire Tech Co
2C16BDB	Lingdong Technology
2C16BDC	Beijing CHJ Automotive Co
2C16BDD	Hangzhou Yanzhi Technology Co
2C16BDE	Molex Incorporated
2C17E0	Systemes ET Technologies Identifi…
2C1809	Apple
2C1875	Skyworth Digital Technology Co
2C18AE	Trend Electronics Co
2C195C	Beijing Xiaomi Mobile Software Co
2C1984	IDN Telecom
2C1A01	Huawei Technologies CO
2C1A05	Cisco Systems
2C1A31	Electronics
2C1B3A	Hui Zhou Gaoshengda Technology Co
2C1B8E	BYD Semiconductor Co，Ltd
2C1BC8	Hunan Topview Network System CO
2C1CF6	Alien Green
2C1CF7	Apple
2C1DB8	Commscope
2C1E4F	Chengdu Qianli Network Technology…
2C1EEA	Aerodev
2C1F23	Apple
2C200B	Apple
2C2080	Huawei Device Co
2C2131	Juniper Networks
2C2172	Juniper Networks
2C21D7	IMAX
2C228B	CTR SRL
2C233A	HP
2C245F	Babolat VS
